City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
457,Carauari,BR,78.98,overcast clouds,-4.88,-66.9,Pousada Lobo
459,Santa Fe,AR,63.0,clear sky,-31.63,-60.7,Conquistador Hotel
460,Villa Maria,AR,53.42,overcast clouds,-32.41,-63.24,Hotel Milenium
461,Dzidzantun,MX,79.41,clear sky,21.25,-89.05,Hacienda San Francisco Tzacalha
462,Senanga,ZM,58.19,clear sky,-16.12,23.27,Christopher Nasilele House
463,Ploemeur,FR,68.0,light rain,47.73,-3.43,Best Western Plus Hotel Les Rives Du Ter
467,Kimberley,ZA,32.0,clear sky,-28.73,24.76,Welgewandel Guesthouse
468,Artigas,UY,53.82,clear sky,-30.4,-56.47,Hotel Casino San Eugenio del Cuareim
470,Alihe,CN,61.39,clear sky,50.57,123.72,Alihe Forestry Hotel
471,Nova Olimpia,BR,85.12,clear sky,-14.8,-57.29,Motel glamour
472,Najran,SA,89.6,scattered clouds,17.49,44.13,محمد هادي ال فطيح
473,Isangel,VU,78.8,few clouds,-19.55,169.27,Volcano Sea View Tree House
474,Galesong,ID,80.6,few clouds,-5.32,119.37,Sapriadi Appy
475,Broken Hill,AU,55.4,broken clouds,-31.95,141.43,Daydream Motel & Cottages
476,Netarhat,IN,70.18,scattered clouds,23.48,84.27,Hotel Prakash
477,Hervey Bay,AU,75.2,clear sky,-25.3,152.85,Shelly Bay Resort
478,Kristiansund,NO,62.6,clear sky,63.11,7.73,Thon Hotels Storgata
479,Nizhniy Kuranakh,RU,56.08,overcast clouds,58.84,125.49,Park Pobedy
480,Athabasca,CA,81.07,clear sky,54.72,-113.29,Athabasca Lodge Motel
481,Lagoa Santa,BR,69.8,clear sky,-19.63,-43.89,Hotel Lund
482,Whitehorse,CA,63.0,broken clouds,60.72,-135.05,Westmark Hotel
484,Alugan,PH,79.63,overcast clouds,12.22,125.48,BEMBEM RAIN FEED RESORT
485,Lata,PT,70.0,clear sky,40.16,-8.33,Casa Maquia
486,Mehamn,NO,49.5,overcast clouds,71.04,27.85,Mehamn Arctic Hotel AS
487,Itarema,BR,78.08,scattered clouds,-2.92,-39.92,Windvillage
490,El Vigia,VE,77.7,moderate rain,8.62,-71.65,Liceo Bolivariano 19 De Abril
492,Linhares,BR,69.19,clear sky,-19.39,-40.07,Hotel Conceição
493,San Rafael,AR,46.09,broken clouds,-34.62,-68.33,Hotel San Rafael
494,Bouafle,CI,75.2,scattered clouds,6.99,-5.74,Hotel Zaouli
495,Bose,IT,69.01,clear sky,45.46,8.01,Locanda Borgo Antico
496,Sao Filipe,CV,78.48,scattered clouds,14.9,-24.5,Tortuga B&B
497,Terrak,NO,50.0,clear sky,65.09,12.37,Terråk Gjestegård
498,Raton,US,89.6,clear sky,36.9,-104.44,Holiday Inn Express & Suites Raton
499,Wladyslawowo,PL,61.0,scattered clouds,54.79,18.4,Gwiazda Morza Resort SPA&SPORT
501,Cape Coast,GH,74.89,overcast clouds,5.11,-1.25,Samrit Hotel
502,Bhimunipatnam,IN,80.6,drizzle,17.88,83.43,Vizag Palms
503,Yakeshi,CN,56.5,clear sky,49.28,120.73,Longhua Hotel
504,Cao Bang,VN,78.37,overcast clouds,22.67,106.25,khách sạn 88
505,Port Hope,US,66.99,clear sky,43.94,-82.71,Stafford County Park
506,Fare,PF,78.69,clear sky,-16.7,-151.02,Maitai Lapita Village Huahine
507,Karratha,AU,71.73,clear sky,-20.74,116.85,ibis Styles Karratha
508,Clyde,US,70.0,few clouds,41.3,-82.98,Red Roof Inn Clyde
509,Airai,TL,72.75,clear sky,-8.93,125.41,Juvinal Martin
510,Rovaniemi,FI,44.6,broken clouds,66.5,25.72,Santa's Hotel Santa Claus
511,Ardakan,IR,82.4,few clouds,32.31,54.02,Ardakan Hotel
512,Maraba,BR,84.2,clear sky,-5.37,-49.12,Hotel Del Principe
513,Pemba,MZ,73.4,few clouds,-12.97,40.52,Guesthouse Samotina
514,Loding,NO,51.8,broken clouds,67.3,14.75,Arctic Kramer
515,Iskateley,RU,50.54,overcast clouds,67.68,53.15,Hostel Agat
516,Pocerski Pricinovic,RS,66.99,scattered clouds,44.72,19.71,Hostel BLUEBERRY Sabac
517,Touros,BR,73.4,few clouds,-5.2,-35.46,INN NEW HORIZON
518,Brokopondo,SR,81.61,overcast clouds,4.75,-55.17,Matu Island
519,Gigmoto,PH,85.19,overcast clouds,13.78,124.39,Cj's Travellers Inn
520,Comodoro Rivadavia,AR,39.2,clear sky,-45.87,-67.5,Austral Hotel
521,Elk City,US,89.6,clear sky,35.41,-99.4,Hampton Inn & Suites Elk City
522,Ginir,ET,59.63,overcast clouds,7.13,40.7,Sura Dare Village
524,Moerai,PF,70.29,overcast clouds,-22.43,-151.33,Le Manotel
525,Batemans Bay,AU,60.01,broken clouds,-35.72,150.18,Coachhouse Marina Resort - Batemans Bay
526,Guerrero Negro,MX,81.79,light rain,27.98,-114.06,"Casa Laguna, Bed & Breakfast"
527,Motupe,PE,62.55,broken clouds,-6.15,-79.71,Hostal MALU
528,Christchurch,NZ,57.99,overcast clouds,-43.53,172.63,"Chateau on the Park - Christchurch, a DoubleTree by Hilton"
529,Nenjiang,CN,60.76,clear sky,49.18,125.22,Nenjiang Apartment
530,Bayir,TR,68.0,clear sky,37.27,28.22,Buban Otel
532,Nelson Bay,AU,69.01,clear sky,-32.72,152.15,Mantra Nelson Bay
533,Remedios,CU,82.4,broken clouds,22.49,-79.55,Hostal Yunai
534,Krasnoyarka,RU,55.4,broken clouds,55.33,73.12,"Country Complex ""Tsaritsyno"""
535,Krasnoselkup,RU,60.48,clear sky,65.7,82.47,Krasnosel'kupnefteprodukt
536,Vanavara,RU,59.43,overcast clouds,60.34,102.28,Russia
537,Benghazi,LY,78.67,clear sky,32.12,20.07,Tibesti Hotel
538,Young,UY,59.0,clear sky,-32.68,-57.63,Posada Gira el Sol
539,Namibe,AO,59.97,clear sky,-15.2,12.15,Hotel Chik Chik Namibe
540,Ilhabela,BR,68.65,few clouds,-23.78,-45.36,Ilha Flat Hotel
541,Aljezur,PT,68.0,clear sky,37.32,-8.8,Amazigh Hostel
542,San Cristobal,VE,68.04,moderate rain,7.77,-72.22,Pirineos
543,Samfya,ZM,59.9,clear sky,-11.36,29.56,Chita Lodge Samfya
545,Santiago Del Estero,AR,62.94,clear sky,-27.8,-64.26,Hotel Urbano
547,Ambilobe,MG,64.58,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
548,Bulawayo,ZW,53.83,clear sky,-20.15,28.58,4 On Housman Backpackers
549,Raudeberg,NO,64.0,clear sky,61.99,5.14,Nordre Silda.
550,Neiafu,TO,80.6,broken clouds,-18.65,-173.98,Mystic Sands
551,Muli,MV,82.2,scattered clouds,2.92,73.57,Medhufushi Island Resort
553,Mulege,MX,91.8,clear sky,26.88,-111.98,Casa Granada
554,The Valley,AI,84.2,few clouds,18.22,-63.06,CeBlue Villas & Beach Resort
556,Khor,RU,66.04,broken clouds,47.89,134.95,Gostinitsa Deksi
557,Kochi,IN,77.0,mist,9.94,76.26,Trident Hotel Cochin
558,Gat,IL,75.99,clear sky,31.61,34.76,רגע בנחת
559,Hovd,MN,66.79,overcast clouds,48.01,91.64,Hotel Khovd
560,Copiapo,CL,51.8,clear sky,-27.37,-70.33,Antay Casino Hotel
561,Taltal,CL,52.27,clear sky,-25.4,-70.48,Residencial Karime
562,Petrolina,BR,73.99,few clouds,-9.4,-40.5,JB Hotel
563,Tiruchchendur,IN,80.06,overcast clouds,8.48,78.12,Hotel Udhayam International
564,Batouri,CM,68.52,light rain,4.43,14.37,Hotel Hollywood
565,Ulladulla,AU,64.0,scattered clouds,-35.35,150.47,Sandpiper Motel
567,Maniitsoq,GL,53.42,clear sky,65.42,-52.9,Hotel Heilmann Lyberth
568,Mancio Lima,BR,81.75,scattered clouds,-7.61,-72.9,Hotel e Distribuidora Voyage
569,La Asuncion,VE,81.72,overcast clouds,11.03,-63.86,Colinas de Matasiete
570,Polyarnyy,RU,46.4,overcast clouds,69.2,33.45,Hotel Tatyana
571,Algiers,DZ,73.4,overcast clouds,36.75,3.04,Sofitel Algiers Hamma Garden
572,Codrington,AU,53.24,light rain,-38.27,141.97,Codrington Gardens Bed And Breakfast
573,Bull Savanna,JM,78.8,moderate rain,17.89,-77.59,Big Red's
574,Dongsheng,CN,65.62,clear sky,39.82,109.98,Crowne Plaza Ordos
575,Portland,US,86.0,few clouds,45.52,-122.68,Portland Marriott City Center
576,Buraydah,SA,84.2,clear sky,26.33,43.98,Mövenpick Hotel Qassim
577,Qui Nhon,VN,81.86,overcast clouds,13.77,109.23,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
578,Yazman,PK,92.66,few clouds,29.12,71.74,Jamal sons showroom
580,Kapoeta,SS,72.59,overcast clouds,4.77,33.59,Eastgate Hotel
581,Batesville,US,82.4,clear sky,35.77,-91.64,Holiday Inn Express & Suites Batesville
582,Pangody,RU,59.09,overcast clouds,65.85,74.49,Elizaveta Shevchuk's House
583,Roatan,HN,84.09,overcast clouds,16.32,-86.54,Hotel Henry Morgan
584,Orta Nova,IT,71.6,few clouds,41.33,15.71,Hotel Novelli
585,Camabatela,AO,59.65,overcast clouds,-8.19,15.38,Pensão E Restaurantes
586,Carlsbad,US,80.6,clear sky,33.16,-117.35,Carlsbad Inn Beach Resort
587,Yura,PE,51.17,overcast clouds,-16.25,-71.68,Hotel Yura
588,Ruidoso,US,80.01,clear sky,33.33,-105.67,Inn of the Mountain Gods
589,Toowoomba,AU,66.2,clear sky,-27.55,151.97,Toowoomba Central Plaza Apartment Hotel
590,Ranong,TH,77.0,scattered clouds,9.97,98.63,Tinidee Hotel@Ranong
591,Faya,SA,73.4,broken clouds,18.39,42.45,مقبرة ال مجمل
592,Trincomalee,LK,80.02,overcast clouds,8.57,81.23,Welcombe Hotel
593,Kimbe,PG,88.88,clear sky,-5.55,150.14,Kimbe Bay Hotel
594,Revelstoke,CA,84.2,scattered clouds,50.98,-118.2,Best Western Plus Revelstoke
595,Ketchikan,US,59.0,light rain,55.34,-131.65,Snows Cove Lodge
596,Los Llanos De Aridane,ES,72.0,clear sky,28.66,-17.92,Valle Aridane
597,Yeppoon,AU,78.8,clear sky,-23.13,150.73,Villa Mar Colina
598,Tonekabon,IR,71.6,broken clouds,36.82,50.87,Hotel Sadra
599,Pisco,PE,63.0,scattered clouds,-13.7,-76.22,Hostal San Isidro Oficial
600,Pathein,MM,77.31,moderate rain,16.78,94.73,Pathein Hotel
601,Port-Gentil,GA,75.31,light rain,-0.72,8.78,Fengshui Residence
602,Soe,ID,77.95,scattered clouds,-9.86,124.28,Dena Hotel
603,Pochutla,MX,82.99,light rain,15.74,-96.47,Hotel Posada San Jose
604,Trairi,BR,77.83,clear sky,-3.28,-39.27,Pousada Field Lilies - Trairi
605,Santa Rosa,PH,84.99,moderate rain,14.31,121.11,Amethyst Econotel
606,Duzce,TR,65.43,clear sky,40.84,31.16,Gösteri̇şli̇ Otel
607,Porto Nacional,BR,82.4,broken clouds,-10.71,-48.42,Vila Real Hotel
608,Janauba,BR,70.84,clear sky,-15.8,-43.31,Ouro Norte Palace Hotel
609,Erenhot,CN,63.25,clear sky,43.65,111.98,Erenhot Rurouni Youth Hostel
611,Smirnykh,RU,71.02,broken clouds,49.75,142.83,Gorodok
613,Necochea,AR,35.01,clear sky,-38.55,-58.74,dyd -mar Hotel
614,Kobe,JP,89.6,scattered clouds,34.69,135.18,Kobe Sannomiya Union Hotel
615,Bhimavaram,IN,77.97,overcast clouds,16.53,81.53,Madipalli Inn
616,San Juan,AR,53.87,scattered clouds,-31.54,-68.54,Hotel Provincial
617,Muisne,EC,72.79,overcast clouds,0.6,-80.03,Quinta Samay
618,Coquimbo,CL,51.8,broken clouds,-29.95,-71.34,Hotel San Juan
619,Beruwala,LK,79.68,overcast clouds,6.48,79.98,"Occidental Eden Beruwala, a member of Barceló Hotel Group"
620,Koronowo,PL,60.01,overcast clouds,53.31,17.94,ORW Julia
621,Finnsnes,NO,43.0,overcast clouds,69.23,17.98,Finnsnes Hotel - A SNR Hotel
622,Anadyr,RU,55.4,scattered clouds,64.75,177.48,"Гостиница ""Анадырь"""
623,Chicama,PE,59.36,scattered clouds,-7.84,-79.15,Hospedaje Punta Cana PERU
625,Kisangani,CD,71.83,broken clouds,0.52,25.2,Grand Ramela Hotel
626,Codajas,BR,82.54,clear sky,-3.84,-62.06,Hotel Tamires
628,Uray,RU,51.33,broken clouds,60.12,64.78,Hotel Pioner
629,Severobaykalsk,RU,58.93,clear sky,55.65,109.32,"Гостиница ""Чайка"""
630,Moose Factory,CA,53.6,overcast clouds,51.26,-80.61,Cree Village Eco Lodge
631,Grajau,BR,80.13,clear sky,-5.82,-46.14,Hotel Confiança
632,Bandrele,YT,75.2,broken clouds,-12.91,45.19,Les Baobabs
633,Baculin,PH,82.65,overcast clouds,7.45,126.58,Shovy's Cove
634,Nefteyugansk,RU,57.2,light intensity shower rain,61.1,72.6,Royal Plaza
635,Nemuro,JP,71.6,scattered clouds,43.32,145.57,Hotel Nemuro Kaiyoutei
637,Kendari,ID,81.27,clear sky,-3.94,122.5,Hotel Wixel
638,Mogocha,RU,63.52,clear sky,53.73,119.77,Yalta Inn
639,Andros Town,BS,86.0,thunderstorm,24.7,-77.77,Hanks place
640,Khuzdar,PK,78.91,broken clouds,27.74,66.64,jhalwan Rent A Car Compny Moola Chotok
641,Parkersburg,US,73.0,overcast clouds,39.27,-81.56,The Blennerhassett Hotel
642,Liepaja,LV,48.2,clear sky,56.54,21.04,Promenade Hotel
643,San Ramon,US,102.2,smoke,37.78,-121.98,San Ramon Marriott
644,Samana,DO,82.4,few clouds,19.21,-69.34,The Bannister - Hotel & Yacht Club
645,Excelsior Springs,US,73.4,clear sky,39.34,-94.23,The Elms Hotel & Spa
646,Haines Junction,CA,60.31,light rain,60.75,-137.51,Parkside Inn
647,Geraldton,AU,51.8,scattered clouds,-28.77,114.6,Broadwater Mariner Resort
648,Barrancabermeja,CO,77.05,moderate rain,7.07,-73.85,Hotel Millenium Barrancabermeja
649,Tecpan,GT,71.6,overcast clouds,14.76,-90.99,San Ricardo Restaurante y Hotel
650,Lishui,CN,87.19,clear sky,28.46,119.91,Bayi Hotel
652,Montgomery,US,73.99,clear sky,39.15,-77.2,Hilton Washington DC North/Gaithersburg
653,Valparaiso,CL,51.01,broken clouds,-33.04,-71.63,Hotel Ultramar
654,Coruripe,BR,73.08,scattered clouds,-10.13,-36.18,Pousada e Hotel Litoral Sul
655,Indianola,US,73.99,clear sky,41.36,-93.56,Quality Inn Indianola
656,Solnechnyy,RU,63.73,scattered clouds,50.72,136.63,Hotel complex Pastoral
657,Beringovskiy,RU,54.75,clear sky,63.05,179.32,Beringgorski
658,Masuda,JP,82.4,few clouds,34.67,131.85,Masuda Green Hotel Morris
659,Cayenne,GF,80.6,clear sky,4.93,-52.33,Hôtel Le Dronmi
660,Sur,OM,84.7,scattered clouds,22.57,59.53,Sur Plaza Hotel
661,Grand Gaube,MU,71.01,light rain,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
662,Khurda,IN,78.8,thunderstorm with light rain,20.18,85.62,Bagbaan Villa
663,Stillwater,US,87.8,clear sky,36.12,-97.06,Hampton Inn & Suites Stillwater
664,Mira,IT,70.0,broken clouds,45.44,12.13,Villa Gasparini
665,Kropotkin,RU,64.38,clear sky,45.44,40.58,Hotel Europe Kropotkin
666,Aranda De Duero,ES,63.86,broken clouds,41.67,-3.69,Hotel Villa De Aranda
667,Delfzijl,NL,60.01,mist,53.33,6.92,Eemshotel
668,Balas,PH,84.0,broken clouds,15.03,120.61,Diaspora Farm Resort
669,Malakal,SS,69.3,overcast clouds,9.53,31.66,Nile Palace Hotel
670,Hammerfest,NO,48.2,drizzle,70.66,23.68,Skytterhuset
672,Augustow,PL,60.55,broken clouds,53.84,22.98,Hotel Warszawa SPA & Resort
673,Wewak,PG,83.91,few clouds,-3.55,143.63,In Wewak Boutique Hotel
674,Paita,PE,62.01,clear sky,-5.09,-81.11,Hotel Náutico de Paita
675,Puerto Ayacucho,VE,76.55,overcast clouds,5.66,-67.62,Posada Turistica Manapiare
676,Stornoway,GB,57.0,clear sky,58.21,-6.39,Caladh Inn
677,Santa Flavia,IT,78.01,overcast clouds,38.09,13.54,La Caletta
678,Russell,US,91.4,clear sky,32.35,-85.2,Macs
679,Acapulco,MX,84.2,overcast clouds,16.86,-99.89,HS Hotsson Smart Acapulco
680,Skjervoy,NO,53.2,overcast clouds,70.03,20.97,Skjervøy Byggeservice AS
681,Tefe,BR,81.36,clear sky,-3.35,-64.71,Aracati Hotel
682,Kudahuvadhoo,MV,82.26,scattered clouds,2.67,72.89,Kudahuvadhoo Retreat
683,Taiyuan,CN,62.6,light rain,37.87,112.56,Taiyuan Wanda Wenhua Hotel
684,Bima,ID,83.19,clear sky,-8.47,118.72,Lambitu Hotel
685,Pucallpa,PE,83.1,overcast clouds,-8.38,-74.55,Hotel Sol de Oriente - Pucallpa
686,Rawson,AR,38.97,broken clouds,-43.3,-65.1,Hotel Punta León
687,Asau,RO,63.0,clear sky,46.43,26.4,Casa Mika Ciobanus
689,Kampot,KH,84.2,scattered clouds,10.62,104.18,Champa Lodge
690,Naze,JP,89.6,few clouds,28.37,129.48,奄美ポートタワーホテル
691,Fort Nelson,CA,59.0,thunderstorm with light rain,58.81,-122.7,The Fort Nelson Hotel
692,Arroyo,ES,69.01,clear sky,41.61,-4.8,Hotel El Jardín de la Abadía
693,Chapais,CA,55.4,overcast clouds,49.78,-74.85,Hôtel Opémiska
694,Xiangxiang,CN,85.06,overcast clouds,27.73,112.53,Huatai International Hotel
